GPU Times, time.time(), clock_realtime
697433760519,1674352301.838326,1674352301.838336
697433791367,1674352301.871341,1674352301.871350
697433822213,1674352301.902498,1674352301.902508
697433853062,1674352301.932894,1674352301.932904
697433883910,1674352301.962713,1674352301.962724
697433914757,1674352301.993694,1674352301.993704
697433945605,1674352302.026759,1674352302.026769
697433976452,1674352302.055268,1674352302.055279
697434007301,1674352302.086116,1674352302.086126
697434038148,1674352302.115974,1674352302.115983
697434068996,1674352302.146806,1674352302.146815
697434099844,1674352302.180087,1674352302.180095
697434130693,1674352302.209524,1674352302.209534
697434161540,1674352302.241272,1674352302.241282
697434192387,1674352302.271295,1674352302.271306
697434223235,1674352302.302074,1674352302.302083
697434254083,1674352302.339707,1674352302.339717
697434284931,1674352302.363962,1674352302.363973
697434315778,1674352302.394606,1674352302.394616
697434346626,1674352302.425433,1674352302.425443
697434377474,1674352302.456249,1674352302.456259
697434408321,1674352302.489475,1674352302.489486
697434439169,1674352302.518154,1674352302.518163
697434470018,1674352302.549143,1674352302.549153
697434500865,1674352302.579838,1674352302.579848
697434531713,1674352302.610717,1674352302.610728
697434562561,1674352302.648136,1674352302.648146
697434593409,1674352302.672360,1674352302.672370
697434624256,1674352302.703140,1674352302.703150
697434655105,1674352302.732995,1674352302.733004
697434685952,1674352302.763760,1674352302.763769
697434716801,1674352302.796766,1674352302.796775
697434747647,1674352302.827546,1674352302.827557
697434778496,1674352302.857320,1674352302.857330
697434809344,1674352302.888298,1674352302.888307
697434840191,1674352302.919126,1674352302.919136
697434871038,1674352302.956628,1674352302.956637
697434901886,1674352302.980915,1674352302.980926
697434932734,1674352303.011701,1674352303.011711
697434963582,1674352303.041424,1674352303.041434
697434994430,1674352303.072299,1674352303.072308
697435025277,1674352303.105345,1674352303.105354
697435056125,1674352303.134403,1674352303.134413
697435086973,1674352303.165932,1674352303.165943
697435117821,1674352303.196732,1674352303.196742
697435148669,1674352303.227402,1674352303.227413
697435179517,1674352303.264995,1674352303.265006
697435210364,1674352303.289540,1674352303.289549
697435241212,1674352303.320122,1674352303.320132
697435272060,1674352303.349949,1674352303.349958
697435302908,1674352303.380690,1674352303.380700
697435333755,1674352303.413731,1674352303.413739
697435364603,1674352303.444823,1674352303.444833
697435395451,1674352303.474585,1674352303.474594
697435426299,1674352303.505129,1674352303.505139
697435457146,1674352303.535955,1674352303.535965
697435487995,1674352303.576643,1674352303.576655
697435518843,1674352303.598187,1674352303.598197
697435549690,1674352303.628743,1674352303.628753
697435580537,1674352303.658330,1674352303.658340
697435611385,1674352303.689162,1674352303.689170
697435642237,1674352303.722203,1674352303.722213
697435673081,1674352303.751774,1674352303.751784
697435703929,1674352303.782834,1674352303.782844
697435734776,1674352303.813701,1674352303.813711
697435765624,1674352303.844449,1674352303.844459
697435796472,1674352303.882077,1674352303.882087
697435827321,1674352303.906174,1674352303.906184
697435858168,1674352303.937181,1674352303.937191
697435889016,1674352303.967833,1674352303.967843
697435919863,1674352303.998746,1674352303.998756
697435950711,1674352304.031834,1674352304.031845
697435981559,1674352304.059493,1674352304.059502
697436012407,1674352304.090161,1674352304.090170
697436043254,1674352304.121082,1674352304.121090
697436074102,1674352304.155478,1674352304.155489
697436104950,1674352304.190671,1674352304.190682
697436135798,1674352304.214704,1674352304.214715
697436166646,1674352304.245477,1674352304.245488
697436197494,1674352304.275251,1674352304.275260
697436228341,1674352304.306181,1674352304.306190
697436259189,1674352304.339157,1674352304.339167
697436290037,1674352304.368671,1674352304.368683
697436320885,1674352304.399865,1674352304.399876
697436351732,1674352304.430651,1674352304.430662
697436382580,1674352304.465519,1674352304.465529
697436413429,1674352304.497590,1674352304.497600
697436444276,1674352304.522102,1674352304.522111
697436475124,1674352304.553072,1674352304.553083
697436505972,1674352304.584768,1674352304.584780
697436536820,1674352304.615273,1674352304.615284
697436567667,1674352304.648906,1674352304.648916
697436598515,1674352304.677631,1674352304.677642
697436629362,1674352304.708243,1674352304.708254
697436660210,1674352304.739121,1674352304.739132
697436691058,1674352304.769913,1674352304.769923
697436721906,1674352304.807622,1674352304.807632
697436752754,1674352304.831759,1674352304.831769
697436783601,1674352304.862634,1674352304.862644
697436814449,1674352304.893301,1674352304.893310
697436845297,1674352304.924182,1674352304.924192
697436876146,1674352304.957439,1674352304.957449
697436906993,1674352304.985944,1674352304.985955
697436937841,1674352305.016736,1674352305.016746
697436968688,1674352305.047805,1674352305.047815
697436999536,1674352305.077426,1674352305.077434
697437030383,1674352305.114293,1674352305.114301
697437061232,1674352305.138982,1674352305.138990
697437092079,1674352305.169907,1674352305.169917
697437122927,1674352305.201732,1674352305.201741
697437153775,1674352305.232768,1674352305.232777
697437184623,1674352305.265803,1674352305.265919
697437215471,1674352305.294287,1674352305.294298
697437246318,1674352305.325215,1674352305.325225
697437277166,1674352305.356028,1674352305.356038
697437308014,1674352305.385952,1674352305.385961
697437338862,1674352305.426249,1674352305.426258
697437369709,1674352305.447611,1674352305.447620
697437400557,1674352305.478816,1674352305.478827
697437431405,1674352305.510286,1674352305.510297
697437462253,1674352305.541065,1674352305.541075
697437493100,1674352305.574284,1674352305.574295
697437523948,1674352305.602664,1674352305.602674
697437554797,1674352305.633534,1674352305.633545
697437585644,1674352305.664456,1674352305.664467
697437616492,1674352305.694465,1674352305.694474
697437647340,1674352305.731143,1674352305.731152
697437678188,1674352305.755967,1674352305.755976
697437709035,1674352305.786873,1674352305.786884
697437739883,1674352305.818610,1674352305.818619
697437770730,1674352305.849447,1674352305.849457
697437801578,1674352305.882803,1674352305.882813
697437832426,1674352305.911222,1674352305.911234
697437863274,1674352305.942064,1674352305.942074
697437894122,1674352305.972876,1674352305.972886
697437924970,1674352306.002819,1674352306.002828
697437955818,1674352306.039534,1674352306.039543
697437986666,1674352306.064394,1674352306.064404
697438017513,1674352306.095099,1674352306.095111
697438048361,1674352306.127146,1674352306.127156
697438079209,1674352306.158006,1674352306.158017
697438110057,1674352306.191289,1674352306.191299
697438140904,1674352306.219990,1674352306.220000
697438171752,1674352306.250707,1674352306.250716
697438202599,1674352306.281305,1674352306.281314
697438233448,1674352306.312196,1674352306.312205
697438264296,1674352306.349999,1674352306.350010
697438295143,1674352306.373901,1674352306.373910
697438325991,1674352306.404823,1674352306.404833
697438356838,1674352306.435789,1674352306.435801
697438387686,1674352306.466341,1674352306.466351
697438418534,1674352306.499731,1674352306.499742
697438449382,1674352306.528320,1674352306.528331
697438480230,1674352306.559087,1674352306.559098
697438511078,1674352306.589995,1674352306.590005
697438541925,1674352306.619738,1674352306.619747
697438572773,1674352306.652491,1674352306.652501
697438603623,1674352306.681379,1674352306.681387
697438634469,1674352306.713030,1674352306.713040
697438665316,1674352306.744188,1674352306.744199
697438696164,1674352306.774991,1674352306.775001
697438727012,1674352306.808470,1674352306.808481
697438757860,1674352306.836761,1674352306.836771
697438788707,1674352306.867584,1674352306.867594
697438819555,1674352306.898472,1674352306.898483
697438850403,1674352306.929267,1674352306.929278
697438881252,1674352306.966655,1674352306.966665
697438912099,1674352306.991084,1674352306.991093
697438942947,1674352307.021701,1674352307.021711
697438973794,1674352307.052556,1674352307.052566
697439004642,1674352307.083401,1674352307.083412
697439035490,1674352307.116601,1674352307.116611
697439066338,1674352307.145083,1674352307.145094
697439097186,1674352307.176239,1674352307.176250
697439128033,1674352307.206889,1674352307.206899
697439158881,1674352307.237829,1674352307.237839
697439189729,1674352307.278422,1674352307.278433
697439220577,1674352307.299725,1674352307.299736
697439251424,1674352307.329156,1674352307.329165
697439282273,1674352307.360043,1674352307.360052
697439313120,1674352307.390844,1674352307.390852
697439343968,1674352307.424464,1674352307.424474
697439374815,1674352307.453579,1674352307.453589
697439405663,1674352307.484349,1674352307.484358
697439436511,1674352307.515282,1674352307.515293
697439467359,1674352307.546410,1674352307.546420
697439498207,1674352307.583730,1674352307.583740
697439529055,1674352307.608119,1674352307.608129
697439559902,1674352307.639933,1674352307.639942
697439590750,1674352307.668473,1674352307.668482
697439621599,1674352307.699305,1674352307.699314
697439652446,1674352307.733464,1674352307.733473
697439683294,1674352307.762043,1674352307.762053
697439714141,1674352307.792968,1674352307.792979
697439744989,1674352307.823964,1674352307.823975
697439775837,1674352307.854414,1674352307.854424
697439806685,1674352307.892263,1674352307.892274
697439837532,1674352307.916334,1674352307.916344
697439868380,1674352307.946115,1674352307.946124
697439899228,1674352307.976961,1674352307.976970
697439930076,1674352308.007914,1674352308.007924
697439960925,1674352308.041866,1674352308.041877
697439991772,1674352308.070663,1674352308.070674
697440022619,1674352308.101251,1674352308.101262
697440053467,1674352308.132202,1674352308.132214
697440084315,1674352308.163042,1674352308.163052
697440115163,1674352308.200781,1674352308.200792
697440146010,1674352308.224695,1674352308.224705
697440176858,1674352308.255498,1674352308.255508
697440207706,1674352308.286432,1674352308.286441
697440238553,1674352308.317299,1674352308.317310
697440269401,1674352308.352524,1674352308.352533
697440300251,1674352308.378024,1674352308.378034
697440331098,1674352308.408882,1674352308.408892
697440361945,1674352308.443343,1674352308.443354
697440392792,1674352308.471533,1674352308.471543
697440423640,1674352308.509229,1674352308.509241
697440454488,1674352308.533368,1674352308.533379
697440485336,1674352308.563066,1674352308.563076
697440516184,1674352308.593799,1674352308.593809
697440547033,1674352308.624782,1674352308.624791
697440577879,1674352308.658697,1674352308.658707
697440608727,1674352308.687596,1674352308.687606
697440639575,1674352308.718462,1674352308.718473
697440670424,1674352308.749479,1674352308.749490
697440701271,1674352308.780051,1674352308.780060
697440732119,1674352308.817623,1674352308.817634
697440762966,1674352308.841608,1674352308.841618
697440793813,1674352308.872471,1674352308.872481
697440824661,1674352308.903401,1674352308.903412
697440855511,1674352308.934386,1674352308.934397
697440886357,1674352308.969210,1674352308.969219
697440917205,1674352308.994964,1674352308.994973
697440948053,1674352309.025726,1674352309.025735
697440978901,1674352309.056992,1674352309.057003
697441009749,1674352309.088573,1674352309.088583
697441040596,1674352309.129456,1674352309.129467
697441071444,1674352309.154439,1674352309.154449
697441102292,1674352309.180016,1674352309.180026
697441133140,1674352309.210889,1674352309.210898
697441163988,1674352309.241739,1674352309.241749
697441194835,1674352309.275939,1674352309.275949
697441225682,1674352309.304597,1674352309.304607
697441256530,1674352309.335243,1674352309.335253
697441287378,1674352309.366146,1674352309.366157
697441318226,1674352309.397011,1674352309.397022
697441349075,1674352309.434571,1674352309.434581
697441379922,1674352309.458972,1674352309.458982
697441410769,1674352309.489798,1674352309.489808
697441441617,1674352309.520358,1674352309.520368
697441472465,1674352309.551239,1674352309.551249
697441503313,1674352309.584423,1674352309.584432
697441534161,1674352309.613056,1674352309.613067
697441565009,1674352309.643862,1674352309.643871
697441595856,1674352309.674806,1674352309.674817
697441626704,1674352309.705296,1674352309.705307
697441657551,1674352309.743065,1674352309.743074
697441688401,1674352309.767267,1674352309.767277
697441719248,1674352309.798120,1674352309.798130
697441750095,1674352309.828991,1674352309.829001
697441780943,1674352309.859987,1674352309.859997
697441811791,1674352309.892924,1674352309.892934
697441842638,1674352309.921361,1674352309.921371
697441873489,1674352309.952293,1674352309.952303
697441904335,1674352309.982944,1674352309.982954
697441935183,1674352310.013919,1674352310.013928
697441966029,1674352310.051449,1674352310.051460
697441996877,1674352310.075563,1674352310.075573
697442027726,1674352310.106464,1674352310.106474
697442058573,1674352310.137359,1674352310.137369
697442089422,1674352310.168139,1674352310.168148
697442120268,1674352310.201355,1674352310.201365
697442151116,1674352310.230137,1674352310.230147
697442181964,1674352310.260738,1674352310.260748
697442212812,1674352310.291630,1674352310.291640
697442243660,1674352310.322438,1674352310.322448
697442274508,1674352310.359976,1674352310.359986
697442305356,1674352310.384148,1674352310.384157
697442336204,1674352310.414962,1674352310.414971
697442367051,1674352310.445730,1674352310.445740
697442397899,1674352310.476678,1674352310.476688
697442428746,1674352310.510073,1674352310.510082
697442459594,1674352310.538405,1674352310.538415
697442490442,1674352310.569262,1674352310.569271
697442521290,1674352310.600081,1674352310.600091
697442552138,1674352310.630927,1674352310.630938
697442582985,1674352310.668450,1674352310.668460
697442613833,1674352310.692853,1674352310.692863
697442644681,1674352310.723253,1674352310.723264
697442675529,1674352310.754267,1674352310.754277
697442706378,1674352310.785062,1674352310.785072
697442737225,1674352310.818204,1674352310.818216
697442768072,1674352310.846873,1674352310.846883
697442798920,1674352310.877882,1674352310.877891
697442829768,1674352310.908372,1674352310.908382
697442860615,1674352310.939363,1674352310.939373
697442891463,1674352310.980111,1674352310.980121
697442922311,1674352311.001328,1674352311.001338
697442953159,1674352311.031904,1674352311.031914
697442984007,1674352311.062924,1674352311.062934
697443014855,1674352311.093534,1674352311.093544
697443045702,1674352311.126744,1674352311.126755
697443076551,1674352311.155241,1674352311.155252
697443107398,1674352311.186123,1674352311.186134
697443138246,1674352311.216995,1674352311.217006
697443169093,1674352311.248012,1674352311.248021
697443199941,1674352311.285571,1674352311.285581
697443230789,1674352311.309650,1674352311.309660
697443261637,1674352311.340231,1674352311.340241
697443292485,1674352311.371197,1674352311.371208
697443323333,1674352311.402095,1674352311.402106
697443354181,1674352311.435461,1674352311.435471
697443385028,1674352311.463806,1674352311.463816
697443415877,1674352311.494615,1674352311.494626
697443446724,1674352311.525433,1674352311.525443
697443477571,1674352311.556227,1674352311.556237
697443508419,1674352311.593987,1674352311.593997
697443539267,1674352311.618253,1674352311.618264
697443570115,1674352311.648706,1674352311.648716
697443600962,1674352311.679609,1674352311.679619
697443631810,1674352311.710521,1674352311.710531
697443662658,1674352311.743679,1674352311.743689
697443693506,1674352311.772245,1674352311.772255
697443724354,1674352311.803285,1674352311.803296
697443755202,1674352311.833876,1674352311.833886
697443786049,1674352311.864743,1674352311.864754
697443816897,1674352311.902515,1674352311.902525
697443847745,1674352311.926432,1674352311.926443
697443878593,1674352311.957306,1674352311.957316
697443909440,1674352311.988379,1674352311.988389
697443940288,1674352312.018952,1674352312.018962
697443971136,1674352312.052315,1674352312.052326
697444001984,1674352312.080782,1674352312.080792
697444032832,1674352312.111493,1674352312.111502
697444063679,1674352312.142452,1674352312.142461
697444094528,1674352312.173442,1674352312.173452
697444125375,1674352312.210811,1674352312.210821
697444156223,1674352312.235192,1674352312.235202
697444187071,1674352312.266097,1674352312.266108
697444217918,1674352312.296611,1674352312.296621
697444248766,1674352312.327478,1674352312.327487
697444279614,1674352312.360790,1674352312.360800
697444310462,1674352312.389284,1674352312.389294
697444341310,1674352312.420132,1674352312.420143
697444372157,1674352312.451111,1674352312.451121
697444403005,1674352312.481673,1674352312.481683
697444433853,1674352312.519491,1674352312.519501
697444464700,1674352312.543437,1674352312.543446
697444495549,1674352312.574301,1674352312.574311
697444526396,1674352312.605098,1674352312.605108
697444557244,1674352312.636054,1674352312.636064
697444588092,1674352312.669147,1674352312.669158
697444618940,1674352312.697753,1674352312.697763
697444649787,1674352312.728601,1674352312.728611
697444680635,1674352312.759394,1674352312.759404
697444711483,1674352312.790245,1674352312.790256
697444742331,1674352312.831138,1674352312.831149
697444773179,1674352312.852177,1674352312.852188
697444804027,1674352312.882797,1674352312.882807
697444834874,1674352312.913590,1674352312.913600
697444865721,1674352312.944431,1674352312.944440
697444896570,1674352312.977726,1674352312.977736
697444927418,1674352313.006400,1674352313.006411
697444958266,1674352313.036990,1674352313.037000
697444989113,1674352313.067892,1674352313.067902
697445019960,1674352313.098702,1674352313.098712
697445050808,1674352313.136135,1674352313.136145
697445081656,1674352313.160523,1674352313.160533
697445112505,1674352313.191236,1674352313.191246
697445143353,1674352313.221987,1674352313.221998
697445174200,1674352313.252825,1674352313.252835
697445205047,1674352313.286183,1674352313.286194
697445235895,1674352313.314605,1674352313.314615
697445266743,1674352313.345487,1674352313.345499
697445297591,1674352313.376511,1674352313.376521
697445328439,1674352313.407154,1674352313.407164
697445359287,1674352313.444849,1674352313.444860
697445390134,1674352313.468955,1674352313.468966
697445420982,1674352313.499708,1674352313.499719
697445451829,1674352313.530555,1674352313.530566
697445482679,1674352313.561387,1674352313.561397
697445513525,1674352313.594646,1674352313.594657
697445544373,1674352313.623158,1674352313.623168
697445575221,1674352313.653911,1674352313.653922
697445606069,1674352313.684586,1674352313.684597
697445636917,1674352313.715613,1674352313.715623
697445667764,1674352313.753344,1674352313.753356
697445698612,1674352313.777461,1674352313.777471
697445729460,1674352313.808274,1674352313.808284
697445760308,1674352313.839073,1674352313.839083
697445791156,1674352313.869756,1674352313.869765
697445822004,1674352313.902920,1674352313.902929
697445852851,1674352313.931804,1674352313.931814
697445883699,1674352313.961570,1674352313.961579
697445914546,1674352313.992112,1674352313.992120
697445945394,1674352314.023038,1674352314.023046
697445976242,1674352314.062446,1674352314.062456
697446007090,1674352314.086074,1674352314.086084
697446037937,1674352314.116925,1674352314.116935
697446068785,1674352314.150433,1674352314.150443
697446099633,1674352314.177386,1674352314.177414
697446130482,1674352314.210334,1674352314.210343
697446161331,1674352314.239014,1674352314.239023
697446192177,1674352314.269890,1674352314.269902
697446223024,1674352314.300674,1674352314.300684
697446253872,1674352314.331591,1674352314.331599
697446284720,1674352314.368484,1674352314.368495
697446315568,1674352314.393267,1674352314.393276
697446346416,1674352314.424044,1674352314.424053
697446377263,1674352314.456030,1674352314.456041
697446408111,1674352314.486845,1674352314.486856
697446438959,1674352314.520127,1674352314.520138
697446469807,1674352314.548678,1674352314.548689
697446500656,1674352314.579609,1674352314.579620
697446531503,1674352314.610206,1674352314.610218
697446562357,1674352314.641105,1674352314.641116
697446593198,1674352314.681744,1674352314.681756
697446624046,1674352314.703019,1674352314.703030
697446654893,1674352314.733668,1674352314.733680
697446685741,1674352314.764711,1674352314.764722
697446716589,1674352314.795346,1674352314.795357
697446747437,1674352314.828612,1674352314.828624
697446778285,1674352314.857196,1674352314.857205
697446809132,1674352314.887940,1674352314.887951
697446839981,1674352314.918706,1674352314.918716
697446870828,1674352314.949797,1674352314.949808
697446901676,1674352314.987089,1674352314.987100
697446932524,1674352315.011280,1674352315.011291
697446963371,1674352315.042073,1674352315.042083
697446994219,1674352315.072894,1674352315.072904
697447025067,1674352315.103800,1674352315.103811
697447055915,1674352315.137100,1674352315.137110
697447086763,1674352315.165507,1674352315.165516
697447117610,1674352315.196344,1674352315.196354
697447148458,1674352315.227206,1674352315.227216
697447179307,1674352315.258050,1674352315.258060
697447210154,1674352315.295430,1674352315.295440
697447241002,1674352315.320041,1674352315.320051
697447271849,1674352315.350558,1674352315.350568
697447302698,1674352315.381249,1674352315.381260
697447333545,1674352315.412065,1674352315.412077
697447364392,1674352315.445395,1674352315.445405
697447395240,1674352315.474000,1674352315.474011
697447426088,1674352315.504821,1674352315.504832
697447456936,1674352315.535562,1674352315.535572
697447487784,1674352315.566543,1674352315.566554
697447518633,1674352315.604150,1674352315.604161
697447549480,1674352315.628304,1674352315.628314
697447580327,1674352315.659339,1674352315.659348
697447611175,1674352315.690148,1674352315.690159
697447642023,1674352315.720713,1674352315.720723
697447672870,1674352315.753889,1674352315.753898
697447703719,1674352315.782450,1674352315.782459
697447734566,1674352315.813180,1674352315.813190
697447765414,1674352315.844139,1674352315.844149
697447796262,1674352315.875116,1674352315.875126
697447827109,1674352315.912731,1674352315.912741
697447857957,1674352315.936816,1674352315.936826
697447888806,1674352315.967638,1674352315.967647
697447919653,1674352315.998367,1674352315.998377
697447950501,1674352316.029417,1674352316.029427
697447981349,1674352316.062670,1674352316.062680
697448012196,1674352316.091010,1674352316.091020
697448043044,1674352316.121783,1674352316.121793
697448073892,1674352316.152567,1674352316.152577
697448104740,1674352316.183374,1674352316.183384
697448135587,1674352316.220866,1674352316.220877
697448166435,1674352316.245147,1674352316.245157
697448197283,1674352316.275949,1674352316.275959
697448228131,1674352316.306887,1674352316.306897
697448258979,1674352316.337939,1674352316.337949
697448289826,1674352316.370970,1674352316.370980
697448320674,1674352316.399579,1674352316.399589
697448351522,1674352316.430329,1674352316.430339
697448382370,1674352316.461146,1674352316.461156
697448413217,1674352316.491909,1674352316.491918
697448444065,1674352316.532720,1674352316.532731
697448474913,1674352316.553846,1674352316.553855
697448505760,1674352316.584484,1674352316.584494
697448536608,1674352316.615263,1674352316.615274
697448567458,1674352316.645962,1674352316.645972
697448598304,1674352316.679323,1674352316.679332
697448629152,1674352316.708082,1674352316.708092
697448660000,1674352316.738647,1674352316.738657
697448690847,1674352316.769633,1674352316.769644
697448721695,1674352316.800379,1674352316.800389
697448752543,1674352316.837924,1674352316.837934
697448783391,1674352316.862292,1674352316.862303
697448814238,1674352316.893031,1674352316.893041
697448845086,1674352316.923712,1674352316.923722
697448875934,1674352316.954417,1674352316.954426
697448906783,1674352316.987797,1674352316.987807
697448937631,1674352317.016250,1674352317.016261
697448968478,1674352317.047140,1674352317.047149
697448999326,1674352317.078183,1674352317.078193
697449030173,1674352317.108805,1674352317.108816
697449061021,1674352317.146434,1674352317.146444
697449091869,1674352317.170542,1674352317.170552
697449122716,1674352317.201346,1674352317.201357
697449153565,1674352317.232237,1674352317.232247
697449184412,1674352317.263269,1674352317.263278
697449215260,1674352317.296205,1674352317.296215
697449246109,1674352317.324742,1674352317.324752
697449276956,1674352317.355495,1674352317.355505
697449307803,1674352317.386247,1674352317.386259
697449338651,1674352317.417258,1674352317.417267
697449369499,1674352317.454785,1674352317.454795
697449400346,1674352317.479044,1674352317.479054
697449431194,1674352317.509751,1674352317.509761
697449462042,1674352317.540717,1674352317.540727
697449492890,1674352317.571504,1674352317.571514
697449523738,1674352317.604764,1674352317.604774
697449554586,1674352317.633530,1674352317.633540
697449585435,1674352317.664083,1674352317.664093
697449616282,1674352317.694892,1674352317.694903
697449647129,1674352317.725685,1674352317.725695
697449677976,1674352317.763344,1674352317.763355
697449708825,1674352317.787480,1674352317.787490
697449739672,1674352317.818552,1674352317.818562
697449770520,1674352317.849136,1674352317.849146
697449801368,1674352317.880041,1674352317.880051
697449832216,1674352317.913232,1674352317.913242
697449863063,1674352317.941570,1674352317.941580
697449893911,1674352317.972535,1674352317.972544
697449924761,1674352318.003560,1674352318.003571
697449955608,1674352318.034230,1674352318.034239
697449986455,1674352318.071873,1674352318.071884
697450017302,1674352318.095949,1674352318.095960
697450048150,1674352318.126764,1674352318.126775
697450078998,1674352318.157747,1674352318.157758
697450109846,1674352318.188726,1674352318.188737
697450140694,1674352318.221723,1674352318.221733
697450171541,1674352318.250483,1674352318.250493
697450202389,1674352318.281183,1674352318.281193
697450233237,1674352318.311720,1674352318.311730
697450264085,1674352318.342723,1674352318.342733
697450294934,1674352318.383391,1674352318.383402
697450325781,1674352318.404792,1674352318.404803
697450356628,1674352318.435454,1674352318.435464
697450387476,1674352318.466393,1674352318.466403
697450418323,1674352318.496953,1674352318.496964
697450449171,1674352318.530107,1674352318.530118
697450480019,1674352318.558701,1674352318.558711
697450510867,1674352318.589681,1674352318.589694
697450541715,1674352318.620388,1674352318.620399
697450572563,1674352318.651476,1674352318.651487
697450603410,1674352318.688898,1674352318.688908
697450634259,1674352318.713008,1674352318.713018
697450665106,1674352318.743808,1674352318.743819
697450695954,1674352318.774234,1674352318.774244
697450726802,1674352318.805458,1674352318.805469
697450757650,1674352318.838878,1674352318.838889
697450788497,1674352318.867106,1674352318.867116
697450819344,1674352318.898058,1674352318.898070
697450850193,1674352318.928736,1674352318.928746
697450881040,1674352318.959660,1674352318.959671
697450911888,1674352318.997382,1674352318.997392
697450942736,1674352319.021622,1674352319.021633
697450973584,1674352319.052240,1674352319.052251
697451004433,1674352319.083086,1674352319.083096
697451035279,1674352319.113922,1674352319.113932
697451066127,1674352319.147093,1674352319.147103
697451096975,1674352319.175660,1674352319.175671
697451127823,1674352319.206652,1674352319.206662
697451158671,1674352319.237422,1674352319.237433
697451189518,1674352319.268315,1674352319.268326
697451220366,1674352319.305657,1674352319.305666
697451251214,1674352319.328786,1674352319.328796
697451282062,1674352319.359571,1674352319.359581
697451312911,1674352319.391270,1674352319.391280
697451343758,1674352319.422310,1674352319.422321
697451374605,1674352319.455644,1674352319.455655
697451405453,1674352319.484236,1674352319.484246
697451436301,1674352319.514963,1674352319.514973
697451467149,1674352319.545796,1674352319.545807
697451497996,1674352319.576899,1674352319.576910
697451528844,1674352319.614186,1674352319.614196
697451559692,1674352319.638591,1674352319.638601
697451590540,1674352319.669301,1674352319.669310
697451621387,1674352319.700069,1674352319.700079
697451652236,1674352319.730851,1674352319.730861
697451683084,1674352319.764261,1674352319.764272
697451713931,1674352319.792584,1674352319.792595
697451744779,1674352319.823418,1674352319.823427
697451775626,1674352319.854313,1674352319.854323
697451806474,1674352319.885105,1674352319.885115
697451837322,1674352319.922659,1674352319.922669
697451868170,1674352319.947098,1674352319.947108
697451899018,1674352319.977750,1674352319.977761
697451929872,1674352320.008586,1674352320.008597
697451960713,1674352320.039475,1674352320.039486
697451991560,1674352320.072564,1674352320.072575
697452022410,1674352320.101079,1674352320.101089
697452053256,1674352320.132025,1674352320.132035
697452084104,1674352320.162668,1674352320.162678
697452114952,1674352320.193609,1674352320.193618
697452145799,1674352320.234257,1674352320.234268
697452176648,1674352320.255642,1674352320.255653
697452207495,1674352320.286391,1674352320.286401
697452238343,1674352320.317096,1674352320.317106
697452269191,1674352320.347963,1674352320.347973
697452300040,1674352320.381125,1674352320.381135
697452330886,1674352320.409873,1674352320.409883
697452361735,1674352320.440499,1674352320.440509
697452392582,1674352320.471349,1674352320.471360
697452423430,1674352320.502044,1674352320.502054
697452454278,1674352320.539617,1674352320.539627
697452485125,1674352320.563752,1674352320.563762
697452515973,1674352320.594834,1674352320.594843
697452546821,1674352320.625386,1674352320.625396
697452577669,1674352320.656301,1674352320.656312
697452608517,1674352320.689606,1674352320.689616
697452639364,1674352320.718000,1674352320.718010
697452670212,1674352320.748863,1674352320.748874
697452701060,1674352320.779849,1674352320.779858
697452731908,1674352320.810582,1674352320.810592
697452762755,1674352320.848181,1674352320.848192
697452793603,1674352320.872177,1674352320.872187
697452824451,1674352320.902898,1674352320.902909
697452855299,1674352320.933890,1674352320.933901
697452886146,1674352320.964839,1674352320.964849
697452916994,1674352320.998011,1674352320.998021
697452947842,1674352321.026368,1674352321.026378
697452978690,1674352321.057329,1674352321.057339
697453009538,1674352321.088178,1674352321.088190
697453040386,1674352321.118939,1674352321.118949
697453071234,1674352321.156508,1674352321.156518
697453102081,1674352321.180686,1674352321.180696
697453132929,1674352321.211508,1674352321.211518
697453163777,1674352321.242346,1674352321.242356
697453194624,1674352321.273203,1674352321.273213
697453225472,1674352321.306385,1674352321.306395
697453256320,1674352321.334971,1674352321.334981
697453287168,1674352321.365707,1674352321.365717
697453318016,1674352321.396608,1674352321.396618
697453348863,1674352321.427339,1674352321.427349
697453379712,1674352321.465027,1674352321.465038
697453410560,1674352321.489435,1674352321.489446
697453441407,1674352321.520137,1674352321.520148
697453472254,1674352321.550785,1674352321.550795
697453503102,1674352321.581602,1674352321.581612
697453533950,1674352321.614853,1674352321.614863
697453564798,1674352321.643424,1674352321.643433
697453595646,1674352321.674235,1674352321.674246
697453626493,1674352321.705209,1674352321.705220
697453657341,1674352321.735934,1674352321.735944
697453688189,1674352321.773636,1674352321.773646
697453719038,1674352321.797764,1674352321.797774
697453749886,1674352321.828517,1674352321.828528
697453780733,1674352321.859474,1674352321.859484
697453811581,1674352321.890457,1674352321.890467
697453842428,1674352321.923481,1674352321.923492
697453873276,1674352321.951959,1674352321.951970
697453904124,1674352321.982733,1674352321.982744
697453934971,1674352322.013468,1674352322.013478
697453965819,1674352322.044531,1674352322.044542
697453996667,1674352322.085229,1674352322.085241
697454027515,1674352322.106462,1674352322.106473
697454058362,1674352322.137225,1674352322.137235
697454089211,1674352322.167971,1674352322.167982
697454120058,1674352322.198771,1674352322.198781
697454150906,1674352322.232020,1674352322.232030
697454181754,1674352322.260521,1674352322.260531
697454212602,1674352322.291255,1674352322.291265
697454243449,1674352322.322072,1674352322.322082
