GPU Times, time.time(), clock_realtime
697678476014,1674352546.550389,1674352546.550399
697678506863,1674352546.581081,1674352546.581090
697678537710,1674352546.611895,1674352546.611903
697678568559,1674352546.643709,1674352546.643717
697678599406,1674352546.675701,1674352546.675711
697678630254,1674352546.704628,1674352546.704637
697678661101,1674352546.735479,1674352546.735488
697678691949,1674352546.768949,1674352546.768959
697678722797,1674352546.800495,1674352546.800505
697678753646,1674352546.829147,1674352546.829158
697678784493,1674352546.859877,1674352546.859887
697678815340,1674352546.890799,1674352546.890811
697678846188,1674352546.921605,1674352546.921616
697678877035,1674352546.955095,1674352546.955105
697678907884,1674352546.983541,1674352546.983553
697678938732,1674352547.014154,1674352547.014165
697678969579,1674352547.045037,1674352547.045048
697679000427,1674352547.078318,1674352547.078328
697679031274,1674352547.109057,1674352547.109068
697679062122,1674352547.137777,1674352547.137788
697679092971,1674352547.168239,1674352547.168250
697679123819,1674352547.199100,1674352547.199112
697679154666,1674352547.230151,1674352547.230162
697679185513,1674352547.263365,1674352547.263376
697679216362,1674352547.294347,1674352547.294359
697679247210,1674352547.323005,1674352547.323015
697679278057,1674352547.353616,1674352547.353626
697679308905,1674352547.386981,1674352547.386992
697679339753,1674352547.417613,1674352547.417623
697679370600,1674352547.446177,1674352547.446187
697679401448,1674352547.476957,1674352547.476967
697679432296,1674352547.507805,1674352547.507815
697679463144,1674352547.538771,1674352547.538782
697679493992,1674352547.571931,1674352547.571941
697679524839,1674352547.600507,1674352547.600517
697679555687,1674352547.631207,1674352547.631217
697679586535,1674352547.662240,1674352547.662250
697679617383,1674352547.695463,1674352547.695474
697679648230,1674352547.726153,1674352547.726163
697679679078,1674352547.754684,1674352547.754694
697679709926,1674352547.785568,1674352547.785578
697679740774,1674352547.816224,1674352547.816236
697679771622,1674352547.847040,1674352547.847051
697679802470,1674352547.884721,1674352547.884732
697679833317,1674352547.908578,1674352547.908588
697679864165,1674352547.938455,1674352547.938465
697679895013,1674352547.969334,1674352547.969343
697679925861,1674352548.002740,1674352548.002749
697679956709,1674352548.033378,1674352548.033388
697679987556,1674352548.061993,1674352548.062002
697680018404,1674352548.092729,1674352548.092739
697680049252,1674352548.124598,1674352548.124609
697680080099,1674352548.155722,1674352548.155733
697680110947,1674352548.188764,1674352548.188775
697680141796,1674352548.217175,1674352548.217186
697680172643,1674352548.248097,1674352548.248108
697680203490,1674352548.278870,1674352548.278880
697680234339,1674352548.312320,1674352548.312330
697680265186,1674352548.343128,1674352548.343139
697680296034,1674352548.371566,1674352548.371576
697680326882,1674352548.402305,1674352548.402315
697680357729,1674352548.432198,1674352548.432207
697680388577,1674352548.462913,1674352548.462922
697680419425,1674352548.495890,1674352548.495899
697680450273,1674352548.526863,1674352548.526873
697680481121,1674352548.556353,1674352548.556363
697680511971,1674352548.587328,1674352548.587337
697680542816,1674352548.620756,1674352548.620766
697680573664,1674352548.651364,1674352548.651373
697680604512,1674352548.679917,1674352548.679927
697680635359,1674352548.710894,1674352548.710904
697680666207,1674352548.740535,1674352548.740544
697680697055,1674352548.771352,1674352548.771361
697680727903,1674352548.804410,1674352548.804419
697680758751,1674352548.833650,1674352548.833661
697680789599,1674352548.865026,1674352548.865036
697680820447,1674352548.895966,1674352548.895977
697680851295,1674352548.929139,1674352548.929150
697680882142,1674352548.959681,1674352548.959692
697680912990,1674352548.988279,1674352548.988290
697680943837,1674352549.018952,1674352549.018963
697680974685,1674352549.049085,1674352549.049093
697681005533,1674352549.079815,1674352549.079823
697681036381,1674352549.112900,1674352549.112911
697681067228,1674352549.143910,1674352549.143920
697681098077,1674352549.173515,1674352549.173524
697681128924,1674352549.204304,1674352549.204314
697681159772,1674352549.237785,1674352549.237795
697681190621,1674352549.268552,1674352549.268563
697681221468,1674352549.296939,1674352549.296950
697681252315,1674352549.327957,1674352549.327968
697681283163,1674352549.358301,1674352549.358310
697681314011,1674352549.388346,1674352549.388356
697681344859,1674352549.421449,1674352549.421458
697681375706,1674352549.451135,1674352549.451146
697681406554,1674352549.482033,1674352549.482044
697681437402,1674352549.512960,1674352549.512971
697681468250,1674352549.546394,1674352549.546406
697681499098,1674352549.576880,1674352549.576891
697681529946,1674352549.605366,1674352549.605377
697681560794,1674352549.636333,1674352549.636344
697681591641,1674352549.667128,1674352549.667139
697681622489,1674352549.697902,1674352549.697913
697681653337,1674352549.735661,1674352549.735672
697681684184,1674352549.759833,1674352549.759845
697681715032,1674352549.790343,1674352549.790354
697681745880,1674352549.821260,1674352549.821271
697681776728,1674352549.854729,1674352549.854739
697681807576,1674352549.885378,1674352549.885390
697681838423,1674352549.914104,1674352549.914116
697681869272,1674352549.944755,1674352549.944766
697681900119,1674352549.975530,1674352549.975540
697681930967,1674352550.006348,1674352550.006359
697681961815,1674352550.039421,1674352550.039431
697681992663,1674352550.068129,1674352550.068139
697682023510,1674352550.099000,1674352550.099010
697682054358,1674352550.129666,1674352550.129676
697682085206,1674352550.163110,1674352550.163122
697682116054,1674352550.193849,1674352550.193859
697682146901,1674352550.222213,1674352550.222223
697682177749,1674352550.253207,1674352550.253218
697682208597,1674352550.283984,1674352550.283994
697682239445,1674352550.314779,1674352550.314789
697682270292,1674352550.348016,1674352550.348026
697682301140,1674352550.376595,1674352550.376606
697682331988,1674352550.407326,1674352550.407336
697682362836,1674352550.438252,1674352550.438263
697682393684,1674352550.471790,1674352550.471801
697682424532,1674352550.502188,1674352550.502198
697682455379,1674352550.530737,1674352550.530746
697682486226,1674352550.561599,1674352550.561609
697682517075,1674352550.592425,1674352550.592436
697682547923,1674352550.623305,1674352550.623314
697682578771,1674352550.656646,1674352550.656656
697682609618,1674352550.685018,1674352550.685029
697682640466,1674352550.715928,1674352550.715940
697682671313,1674352550.746666,1674352550.746676
697682702161,1674352550.780053,1674352550.780063
697682733010,1674352550.810758,1674352550.810768
697682763857,1674352550.839457,1674352550.839466
697682794705,1674352550.870074,1674352550.870084
697682825552,1674352550.900891,1674352550.900901
697682856400,1674352550.931775,1674352550.931784
697682887248,1674352550.964998,1674352550.965008
697682918097,1674352550.993582,1674352550.993591
697682948943,1674352551.024350,1674352551.024360
697682979791,1674352551.055058,1674352551.055068
697683010639,1674352551.088531,1674352551.088542
697683041487,1674352551.119137,1674352551.119147
697683072334,1674352551.147681,1674352551.147691
697683103183,1674352551.178541,1674352551.178551
697683134031,1674352551.209520,1674352551.209530
697683164879,1674352551.240220,1674352551.240230
697683195726,1674352551.273495,1674352551.273505
697683226573,1674352551.304447,1674352551.304457
697683257422,1674352551.332851,1674352551.332860
697683288269,1674352551.363658,1674352551.363667
697683319117,1674352551.397305,1674352551.397316
697683349965,1674352551.427700,1674352551.427711
697683380813,1674352551.456418,1674352551.456428
697683411661,1674352551.487258,1674352551.487268
697683442508,1674352551.517947,1674352551.517958
697683473356,1674352551.548670,1674352551.548681
697683504204,1674352551.588563,1674352551.588573
697683535052,1674352551.609275,1674352551.609284
697683565899,1674352551.640136,1674352551.640145
697683596749,1674352551.671072,1674352551.671081
697683627595,1674352551.705172,1674352551.705183
697683658442,1674352551.736198,1674352551.736208
697683689290,1674352551.764602,1674352551.764611
697683720139,1674352551.795350,1674352551.795360
697683750986,1674352551.826244,1674352551.826253
697683781834,1674352551.857325,1674352551.857335
697683812682,1674352551.890298,1674352551.890309
697683843529,1674352551.918734,1674352551.918744
697683874377,1674352551.949564,1674352551.949575
697683905225,1674352551.980452,1674352551.980462
697683936075,1674352552.013979,1674352552.013989
697683966921,1674352552.044835,1674352552.044844
697683997768,1674352552.073183,1674352552.073193
697684028616,1674352552.103946,1674352552.103956
697684059464,1674352552.134600,1674352552.134611
697684090311,1674352552.165507,1674352552.165516
697684121159,1674352552.198862,1674352552.198871
697684152007,1674352552.227343,1674352552.227352
697684182855,1674352552.258034,1674352552.258044
697684213703,1674352552.289022,1674352552.289032
697684244550,1674352552.322414,1674352552.322424
697684275399,1674352552.353034,1674352552.353045
697684306246,1674352552.381674,1674352552.381684
697684337094,1674352552.412573,1674352552.412584
697684367942,1674352552.443161,1674352552.443171
697684398790,1674352552.474113,1674352552.474123
697684429637,1674352552.507265,1674352552.507274
697684460485,1674352552.535760,1674352552.535770
697684491333,1674352552.566614,1674352552.566624
697684522181,1674352552.597469,1674352552.597479
697684553029,1674352552.630910,1674352552.630920
697684583876,1674352552.661745,1674352552.661755
697684614725,1674352552.690146,1674352552.690156
697684645573,1674352552.720752,1674352552.720762
697684676420,1674352552.751800,1674352552.751808
697684707267,1674352552.782594,1674352552.782604
697684738115,1674352552.815773,1674352552.815782
697684768963,1674352552.844429,1674352552.844439
697684799811,1674352552.875304,1674352552.875314
697684830659,1674352552.905956,1674352552.905966
697684861507,1674352552.939318,1674352552.939328
697684892354,1674352552.969954,1674352552.969965
697684923202,1674352552.998505,1674352552.998515
697684954050,1674352553.029233,1674352553.029243
697684984898,1674352553.060390,1674352553.060399
697685015746,1674352553.091042,1674352553.091051
697685046593,1674352553.124286,1674352553.124296
697685077441,1674352553.152853,1674352553.152865
697685108289,1674352553.183580,1674352553.183590
697685139137,1674352553.214281,1674352553.214291
697685169984,1674352553.248050,1674352553.248060
697685200832,1674352553.278442,1674352553.278452
697685231680,1674352553.307010,1674352553.307021
697685262528,1674352553.337795,1674352553.337805
697685293375,1674352553.368607,1674352553.368618
697685324224,1674352553.399538,1674352553.399548
697685355071,1674352553.437369,1674352553.437379
697685385919,1674352553.463915,1674352553.463926
697685416767,1674352553.492216,1674352553.492226
697685447614,1674352553.522967,1674352553.522976
697685478462,1674352553.556369,1674352553.556379
697685509310,1674352553.586883,1674352553.586892
697685540158,1674352553.615574,1674352553.615583
697685571006,1674352553.646139,1674352553.646149
697685601853,1674352553.677020,1674352553.677029
697685632701,1674352553.707886,1674352553.707895
697685663550,1674352553.741131,1674352553.741141
697685694396,1674352553.769566,1674352553.769575
697685725244,1674352553.800625,1674352553.800634
697685756092,1674352553.831383,1674352553.831393
697685786940,1674352553.864899,1674352553.864908
697685817788,1674352553.895495,1674352553.895505
697685848635,1674352553.923940,1674352553.923949
697685879483,1674352553.954789,1674352553.954799
697685910331,1674352553.985720,1674352553.985731
697685941179,1674352554.016238,1674352554.016248
697685972027,1674352554.049685,1674352554.049694
697686002876,1674352554.078313,1674352554.078323
697686033722,1674352554.108838,1674352554.108849
697686064570,1674352554.139687,1674352554.139697
697686095418,1674352554.173345,1674352554.173355
697686126265,1674352554.203961,1674352554.203971
697686157113,1674352554.232416,1674352554.232425
697686187962,1674352554.263318,1674352554.263328
697686218809,1674352554.294104,1674352554.294114
697686249656,1674352554.324877,1674352554.324887
697686280504,1674352554.358134,1674352554.358144
697686311352,1674352554.386597,1674352554.386606
697686342201,1674352554.417301,1674352554.417311
697686373048,1674352554.448308,1674352554.448318
697686403896,1674352554.481742,1674352554.481751
697686434743,1674352554.512446,1674352554.512455
697686465591,1674352554.541137,1674352554.541148
697686496439,1674352554.571756,1674352554.571766
697686527287,1674352554.602675,1674352554.602685
697686558135,1674352554.633465,1674352554.633475
697686588983,1674352554.666648,1674352554.666658
697686619831,1674352554.695114,1674352554.695123
697686650678,1674352554.726181,1674352554.726191
697686681526,1674352554.756743,1674352554.756753
697686712373,1674352554.790190,1674352554.790200
697686743222,1674352554.820841,1674352554.820851
697686774069,1674352554.849353,1674352554.849364
697686804917,1674352554.880181,1674352554.880191
697686835765,1674352554.911222,1674352554.911231
697686866612,1674352554.941900,1674352554.941910
697686897460,1674352554.975174,1674352554.975185
697686928308,1674352555.003758,1674352555.003769
697686959156,1674352555.034370,1674352555.034380
697686990004,1674352555.065281,1674352555.065291
697687020853,1674352555.098769,1674352555.098779
697687051700,1674352555.129248,1674352555.129258
697687082547,1674352555.157656,1674352555.157666
697687113395,1674352555.188522,1674352555.188532
697687144243,1674352555.219401,1674352555.219412
697687175090,1674352555.250357,1674352555.250368
697687205938,1674352555.288032,1674352555.288043
697687236786,1674352555.314697,1674352555.314708
697687267634,1674352555.343065,1674352555.343074
697687298481,1674352555.373855,1674352555.373865
697687329329,1674352555.407155,1674352555.407165
697687360179,1674352555.437755,1674352555.437765
697687391027,1674352555.466217,1674352555.466227
697687421873,1674352555.497025,1674352555.497036
697687452721,1674352555.527953,1674352555.527963
697687483569,1674352555.558925,1674352555.558934
697687514416,1674352555.592016,1674352555.592025
697687545264,1674352555.620473,1674352555.620483
697687576112,1674352555.651480,1674352555.651489
697687606960,1674352555.682239,1674352555.682249
697687637807,1674352555.715582,1674352555.715592
697687668655,1674352555.746381,1674352555.746391
697687699503,1674352555.774778,1674352555.774787
697687730352,1674352555.805555,1674352555.805565
697687761199,1674352555.836407,1674352555.836417
697687792047,1674352555.867252,1674352555.867262
697687822894,1674352555.900514,1674352555.900523
697687853742,1674352555.929007,1674352555.929017
697687884590,1674352555.959756,1674352555.959767
697687915437,1674352555.990673,1674352555.990683
697687946285,1674352556.024097,1674352556.024107
697687977133,1674352556.054698,1674352556.054708
697688007981,1674352556.083539,1674352556.083549
697688038829,1674352556.114188,1674352556.114198
697688069677,1674352556.144887,1674352556.144898
697688100524,1674352556.175710,1674352556.175720
697688131372,1674352556.208978,1674352556.208988
697688162220,1674352556.237416,1674352556.237425
697688193067,1674352556.268289,1674352556.268298
697688223915,1674352556.299260,1674352556.299269
697688254763,1674352556.332560,1674352556.332569
697688285611,1674352556.363067,1674352556.363076
697688316458,1674352556.391784,1674352556.391793
697688347307,1674352556.422595,1674352556.422604
697688378154,1674352556.453522,1674352556.453532
697688409002,1674352556.484510,1674352556.484520
697688439850,1674352556.517379,1674352556.517389
697688470697,1674352556.545952,1674352556.545963
697688501545,1674352556.576750,1674352556.576760
697688532393,1674352556.607554,1674352556.607564
697688563241,1674352556.641065,1674352556.641075
697688594088,1674352556.671708,1674352556.671718
697688624937,1674352556.700152,1674352556.700162
697688655784,1674352556.731009,1674352556.731019
697688686632,1674352556.762034,1674352556.762044
697688717480,1674352556.792712,1674352556.792722
697688748329,1674352556.826019,1674352556.826029
697688779176,1674352556.854531,1674352556.854541
697688810023,1674352556.885129,1674352556.885139
697688840871,1674352556.916142,1674352556.916152
697688871719,1674352556.949642,1674352556.949653
697688902566,1674352556.980074,1674352556.980084
697688933414,1674352557.008626,1674352557.008637
697688964262,1674352557.039402,1674352557.039412
697688995110,1674352557.070251,1674352557.070260
697689025958,1674352557.101197,1674352557.101207
697689056806,1674352557.139074,1674352557.139086
697689087654,1674352557.163037,1674352557.163047
697689118501,1674352557.193947,1674352557.193957
697689149348,1674352557.224707,1674352557.224718
697689180197,1674352557.258035,1674352557.258045
697689211044,1674352557.288631,1674352557.288640
697689241892,1674352557.317271,1674352557.317281
697689272740,1674352557.347994,1674352557.348004
697689303587,1674352557.378766,1674352557.378777
697689334436,1674352557.409581,1674352557.409591
697689365283,1674352557.442786,1674352557.442797
697689396131,1674352557.473910,1674352557.473921
697689426980,1674352557.502457,1674352557.502467
697689457827,1674352557.533047,1674352557.533057
697689488675,1674352557.566426,1674352557.566435
697689519522,1674352557.597050,1674352557.597060
697689550370,1674352557.625634,1674352557.625643
697689581218,1674352557.656594,1674352557.656603
697689612066,1674352557.687325,1674352557.687335
697689642913,1674352557.718064,1674352557.718073
697689673761,1674352557.751310,1674352557.751320
697689704609,1674352557.779777,1674352557.779786
697689735457,1674352557.810493,1674352557.810504
697689766304,1674352557.841585,1674352557.841594
697689797153,1674352557.875130,1674352557.875141
697689828000,1674352557.905452,1674352557.905461
697689858848,1674352557.934077,1674352557.934087
697689889696,1674352557.965001,1674352557.965011
697689920543,1674352557.995719,1674352557.995730
697689951391,1674352558.026624,1674352558.026634
697689982239,1674352558.060035,1674352558.060045
697690013087,1674352558.088349,1674352558.088360
697690043934,1674352558.119191,1674352558.119201
697690074782,1674352558.149964,1674352558.149974
697690105630,1674352558.183295,1674352558.183305
697690136479,1674352558.214136,1674352558.214146
697690167326,1674352558.242843,1674352558.242853
697690198173,1674352558.273408,1674352558.273418
697690229021,1674352558.304242,1674352558.304253
697690259869,1674352558.334993,1674352558.335003
697690290717,1674352558.368205,1674352558.368215
697690321565,1674352558.396778,1674352558.396788
697690352412,1674352558.427833,1674352558.427842
697690383261,1674352558.458532,1674352558.458542
697690414108,1674352558.491772,1674352558.491781
697690444956,1674352558.522521,1674352558.522530
697690475804,1674352558.550879,1674352558.550889
697690506651,1674352558.581782,1674352558.581792
697690537499,1674352558.612958,1674352558.612967
697690568347,1674352558.643545,1674352558.643555
697690599195,1674352558.676769,1674352558.676778
697690630043,1674352558.705244,1674352558.705254
697690660890,1674352558.736106,1674352558.736117
697690691738,1674352558.766943,1674352558.766954
697690722586,1674352558.800528,1674352558.800538
697690753434,1674352558.830946,1674352558.830956
697690784282,1674352558.859516,1674352558.859526
697690815130,1674352558.890395,1674352558.890404
697690845978,1674352558.921154,1674352558.921163
697690876825,1674352558.952111,1674352558.952121
697690907672,1674352558.989877,1674352558.989888
697690938520,1674352559.014009,1674352559.014019
697690969368,1674352559.044586,1674352559.044596
697691000216,1674352559.075431,1674352559.075442
697691031064,1674352559.108691,1674352559.108702
697691061911,1674352559.139130,1674352559.139142
697691092759,1674352559.168172,1674352559.168182
697691123607,1674352559.198786,1674352559.198797
697691154456,1674352559.229516,1674352559.229525
697691185304,1674352559.260368,1674352559.260379
697691216151,1674352559.293759,1674352559.293770
697691246998,1674352559.322284,1674352559.322294
697691277846,1674352559.353260,1674352559.353270
697691308694,1674352559.383861,1674352559.383872
697691339542,1674352559.417308,1674352559.417317
697691370390,1674352559.447942,1674352559.447952
697691401237,1674352559.476502,1674352559.476512
697691432085,1674352559.507182,1674352559.507193
697691462933,1674352559.538277,1674352559.538287
697691493781,1674352559.568957,1674352559.568967
697691524628,1674352559.602236,1674352559.602246
697691555476,1674352559.630759,1674352559.630769
697691586324,1674352559.661550,1674352559.661560
697691617172,1674352559.692412,1674352559.692423
697691648019,1674352559.726090,1674352559.726101
697691678867,1674352559.756385,1674352559.756394
697691709715,1674352559.784891,1674352559.784902
697691740563,1674352559.815773,1674352559.815783
697691771411,1674352559.846582,1674352559.846593
697691802258,1674352559.877398,1674352559.877408
697691833107,1674352559.910913,1674352559.910923
697691863955,1674352559.939219,1674352559.939229
697691894802,1674352559.969936,1674352559.969946
697691925649,1674352560.000885,1674352560.000895
697691956497,1674352560.034190,1674352560.034201
697691987346,1674352560.065119,1674352560.065129
697692018193,1674352560.093589,1674352560.093599
697692049040,1674352560.124307,1674352560.124317
697692079888,1674352560.155135,1674352560.155146
697692110737,1674352560.186114,1674352560.186125
697692141584,1674352560.219031,1674352560.219040
697692172432,1674352560.247649,1674352560.247659
697692203281,1674352560.278398,1674352560.278409
697692234127,1674352560.309308,1674352560.309318
697692264975,1674352560.342777,1674352560.342787
697692295824,1674352560.373615,1674352560.373625
697692326670,1674352560.402015,1674352560.402025
697692357519,1674352560.432841,1674352560.432852
697692388366,1674352560.463681,1674352560.463691
697692419214,1674352560.494432,1674352560.494442
697692450062,1674352560.527382,1674352560.527392
697692480910,1674352560.556343,1674352560.556352
697692511757,1674352560.586920,1674352560.586930
697692542606,1674352560.617824,1674352560.617834
697692573454,1674352560.651283,1674352560.651293
697692604301,1674352560.681899,1674352560.681908
697692635149,1674352560.710522,1674352560.710532
697692665996,1674352560.741476,1674352560.741487
697692696844,1674352560.772154,1674352560.772164
697692727692,1674352560.803017,1674352560.803028
697692758540,1674352560.840665,1674352560.840676
697692789387,1674352560.864913,1674352560.864925
697692820235,1674352560.895562,1674352560.895572
697692851083,1674352560.926517,1674352560.926527
697692881932,1674352560.959670,1674352560.959680
697692912779,1674352560.990343,1674352560.990353
697692943627,1674352561.018856,1674352561.018866
697692974475,1674352561.049641,1674352561.049651
697693005322,1674352561.080583,1674352561.080593
697693036170,1674352561.111735,1674352561.111745
697693067018,1674352561.144603,1674352561.144613
697693097865,1674352561.173227,1674352561.173237
697693128713,1674352561.203894,1674352561.203906
697693159561,1674352561.234719,1674352561.234729
697693190409,1674352561.268234,1674352561.268244
697693221257,1674352561.298884,1674352561.298894
697693252105,1674352561.327307,1674352561.327317
697693282952,1674352561.358146,1674352561.358157
697693313800,1674352561.389151,1674352561.389160
697693344648,1674352561.419714,1674352561.419724
697693375496,1674352561.453116,1674352561.453127
697693406343,1674352561.484054,1674352561.484063
697693437192,1674352561.512509,1674352561.512519
697693468039,1674352561.543187,1674352561.543198
697693498887,1674352561.576827,1674352561.576837
697693529734,1674352561.607272,1674352561.607282
697693560583,1674352561.635757,1674352561.635767
697693591431,1674352561.666630,1674352561.666640
697693622278,1674352561.697392,1674352561.697401
697693653126,1674352561.728281,1674352561.728290
697693683973,1674352561.761702,1674352561.761712
697693714821,1674352561.789977,1674352561.789985
697693745669,1674352561.820728,1674352561.820738
697693776517,1674352561.851747,1674352561.851756
697693807365,1674352561.885171,1674352561.885181
697693838212,1674352561.915796,1674352561.915806
697693869060,1674352561.944499,1674352561.944509
697693899909,1674352561.974964,1674352561.974973
697693930755,1674352562.005924,1674352562.005933
697693961604,1674352562.036607,1674352562.036617
697693992451,1674352562.069907,1674352562.069916
697694023299,1674352562.098363,1674352562.098373
697694054147,1674352562.129356,1674352562.129365
697694084995,1674352562.160139,1674352562.160148
697694115842,1674352562.193624,1674352562.193633
697694146690,1674352562.224431,1674352562.224441
697694177538,1674352562.252962,1674352562.252971
697694208386,1674352562.283804,1674352562.283814
697694239234,1674352562.314566,1674352562.314577
697694270082,1674352562.345243,1674352562.345253
697694300929,1674352562.378467,1674352562.378477
697694331777,1674352562.406989,1674352562.406999
697694362625,1674352562.437634,1674352562.437644
697694393473,1674352562.468572,1674352562.468582
697694424320,1674352562.502320,1674352562.502330
697694455168,1674352562.532634,1674352562.532643
697694486016,1674352562.561317,1674352562.561327
697694516863,1674352562.592065,1674352562.592074
697694547712,1674352562.622990,1674352562.622999
697694578559,1674352562.653885,1674352562.653895
697694609408,1674352562.691634,1674352562.691644
697694640255,1674352562.715662,1674352562.715672
697694671103,1674352562.746791,1674352562.746802
697694701950,1674352562.777346,1674352562.777357
697694732798,1674352562.810508,1674352562.810519
697694763646,1674352562.841288,1674352562.841298
697694794494,1674352562.869672,1674352562.869682
697694825342,1674352562.900483,1674352562.900493
697694856189,1674352562.931361,1674352562.931371
697694887037,1674352562.962244,1674352562.962255
697694917885,1674352562.995415,1674352562.995424
697694948733,1674352563.023986,1674352563.023997
697694979581,1674352563.054927,1674352563.054936
697695010428,1674352563.085577,1674352563.085587
697695041276,1674352563.118988,1674352563.118998
697695072124,1674352563.149616,1674352563.149625
697695102972,1674352563.178108,1674352563.178118
697695133819,1674352563.208847,1674352563.208858
697695164667,1674352563.239985,1674352563.239996
697695195515,1674352563.270616,1674352563.270625
697695226363,1674352563.303948,1674352563.303958
697695257211,1674352563.332479,1674352563.332489
697695288059,1674352563.363256,1674352563.363266
697695318906,1674352563.394110,1674352563.394120
697695349754,1674352563.427505,1674352563.427514
697695380602,1674352563.458081,1674352563.458090
697695411450,1674352563.486638,1674352563.486648
697695442298,1674352563.517412,1674352563.517423
697695473145,1674352563.548205,1674352563.548214
697695503993,1674352563.579135,1674352563.579145
697695534840,1674352563.612576,1674352563.612586
697695565688,1674352563.640935,1674352563.640946
697695596536,1674352563.671651,1674352563.671661
697695627385,1674352563.702687,1674352563.702696
697695658232,1674352563.735959,1674352563.735970
697695689079,1674352563.766710,1674352563.766719
697695719927,1674352563.795359,1674352563.795369
697695750775,1674352563.826042,1674352563.826052
697695781623,1674352563.856817,1674352563.856827
697695812471,1674352563.887604,1674352563.887614
697695843318,1674352563.920871,1674352563.920881
697695874166,1674352563.949430,1674352563.949440
697695905014,1674352563.980312,1674352563.980322
697695935862,1674352564.011036,1674352564.011046
697695966710,1674352564.044528,1674352564.044539
697695997558,1674352564.075197,1674352564.075208
697696028405,1674352564.103819,1674352564.103828
697696059253,1674352564.134509,1674352564.134519
697696090101,1674352564.165319,1674352564.165329
697696120949,1674352564.196102,1674352564.196113
697696151796,1674352564.229309,1674352564.229319
697696182645,1674352564.258026,1674352564.258035
697696213492,1674352564.288590,1674352564.288600
697696244340,1674352564.319445,1674352564.319453
697696275187,1674352564.352968,1674352564.352978
697696306035,1674352564.383496,1674352564.383506
697696336883,1674352564.412130,1674352564.412139
697696367731,1674352564.443155,1674352564.443165
697696398579,1674352564.473778,1674352564.473788
697696429426,1674352564.504471,1674352564.504480
697696460274,1674352564.542455,1674352564.542465
697696491122,1674352564.566354,1674352564.566364
697696521970,1674352564.597151,1674352564.597161
697696552818,1674352564.628097,1674352564.628106
697696583666,1674352564.661320,1674352564.661330
697696614513,1674352564.692011,1674352564.692021
697696645361,1674352564.720574,1674352564.720583
697696676210,1674352564.751353,1674352564.751364
697696707056,1674352564.782218,1674352564.782228
697696737904,1674352564.813198,1674352564.813207
697696768752,1674352564.846174,1674352564.846184
697696799600,1674352564.874638,1674352564.874647
697696830448,1674352564.905562,1674352564.905571
697696861296,1674352564.936338,1674352564.936348
697696892143,1674352564.969792,1674352564.969801
697696922991,1674352565.000654,1674352565.000664
697696953839,1674352565.028943,1674352565.028953
697696984687,1674352565.059829,1674352565.059840
697697015536,1674352565.090680,1674352565.090690
697697046382,1674352565.121565,1674352565.121575
697697077230,1674352565.154939,1674352565.154949
697697108078,1674352565.183472,1674352565.183481
697697138925,1674352565.214050,1674352565.214060
697697169774,1674352565.244957,1674352565.244967
697697200621,1674352565.278355,1674352565.278365
697697231469,1674352565.308827,1674352565.308838
697697262317,1674352565.337499,1674352565.337508
697697293165,1674352565.368477,1674352565.368486
697697324012,1674352565.398980,1674352565.398989
697697354861,1674352565.429944,1674352565.429955
697697385708,1674352565.463205,1674352565.463215
697697416555,1674352565.494112,1674352565.494122
697697447403,1674352565.522700,1674352565.522709
697697478251,1674352565.553632,1674352565.553642
697697509099,1674352565.586775,1674352565.586785
697697539946,1674352565.617306,1674352565.617315
697697570795,1674352565.646113,1674352565.646122
697697601642,1674352565.676745,1674352565.676755
697697632490,1674352565.707637,1674352565.707647
697697663338,1674352565.738616,1674352565.738625
697697694186,1674352565.771668,1674352565.771678
697697725034,1674352565.800295,1674352565.800306
697697755881,1674352565.830990,1674352565.831000
697697786729,1674352565.861807,1674352565.861816
697697817577,1674352565.895304,1674352565.895314
697697848424,1674352565.926204,1674352565.926214
697697879272,1674352565.954335,1674352565.954345
697697910120,1674352565.985096,1674352565.985107
697697940968,1674352566.016100,1674352566.016110
697697971816,1674352566.046907,1674352566.046916
697698002663,1674352566.080163,1674352566.080173
697698033512,1674352566.108611,1674352566.108622
697698064360,1674352566.139460,1674352566.139471
697698095207,1674352566.170333,1674352566.170344
697698126055,1674352566.203935,1674352566.203945
697698156903,1674352566.234405,1674352566.234415
697698187750,1674352566.262966,1674352566.262975
697698218598,1674352566.293818,1674352566.293828
697698249446,1674352566.324551,1674352566.324561
697698280294,1674352566.355375,1674352566.355385
697698311141,1674352566.393169,1674352566.393180
697698341989,1674352566.417397,1674352566.417406
697698372838,1674352566.448098,1674352566.448108
697698403686,1674352566.478852,1674352566.478862
697698434533,1674352566.512142,1674352566.512152
697698465380,1674352566.542915,1674352566.542924
697698496228,1674352566.571736,1674352566.571746
697698527076,1674352566.602221,1674352566.602230
697698557924,1674352566.632985,1674352566.632995
697698588772,1674352566.663857,1674352566.663867
697698619619,1674352566.697086,1674352566.697096
697698650467,1674352566.725641,1674352566.725651
697698681315,1674352566.756597,1674352566.756608
697698712162,1674352566.787099,1674352566.787109
697698743011,1674352566.820718,1674352566.820727
697698773858,1674352566.851423,1674352566.851432
697698804706,1674352566.879827,1674352566.879837
697698835554,1674352566.910763,1674352566.910772
697698866402,1674352566.941772,1674352566.941781
697698897249,1674352566.972360,1674352566.972371
697698928097,1674352567.005638,1674352567.005648
697698958945,1674352567.034339,1674352567.034349
